,caudalmiddlefrontal-lh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.128,0.12,0.124,0.12,0.12,0.132,0.128,0.128
parstriangularis-rh,0.12653061224489795,0.12244897959183673,0.12653061224489795,0.12244897959183673,0.12244897959183673,0.12653061224489795,0.12653061224489795,0.12653061224489795
precentral-lh,0.1285140562248996,0.12048192771084337,0.12449799196787148,0.12048192771084337,0.12048192771084337,0.1285140562248996,0.1285140562248996,0.1285140562248996
rostralmiddlefrontal-lh,0.12653061224489795,0.12244897959183673,0.12653061224489795,0.12244897959183673,0.12244897959183673,0.12653061224489795,0.12653061224489795,0.12653061224489795
rostralmiddlefrontal-rh,0.12653061224489795,0.12244897959183673,0.12653061224489795,0.12244897959183673,0.12244897959183673,0.12653061224489795,0.12653061224489795,0.12653061224489795
superiorparietal-lh,0.128,0.12,0.124,0.12,0.12,0.132,0.128,0.128
superiortemporal-lh,0.128,0.12,0.124,0.12,0.12,0.132,0.128,0.128
superiortemporal-rh,0.128,0.12,0.124,0.12,0.12,0.132,0.128,0.128
