,frontalpole-rh,lateraloccipital-rh,lateralorbitofrontal-lh,paracentral-lh,paracentral-rh,parahippocampal-rh,rostralanteriorcingulate-rh,superiorparietal-rh
frontalpole-rh,0.15289256198347106,0.1322314049586777,0.1322314049586777,0.09504132231404959,0.10743801652892562,0.10330578512396695,0.1446280991735537,0.1322314049586777
lateraloccipital-rh,0.13537117903930132,0.13537117903930132,0.13537117903930132,0.10043668122270742,0.11353711790393013,0.1091703056768559,0.13537117903930132,0.13537117903930132
lateralorbitofrontal-lh,0.13537117903930132,0.13537117903930132,0.13537117903930132,0.10043668122270742,0.11353711790393013,0.1091703056768559,0.13537117903930132,0.13537117903930132
paracentral-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
paracentral-rh,0.12626262626262627,0.12626262626262627,0.12626262626262627,0.11616161616161616,0.12626262626262627,0.12626262626262627,0.12626262626262627,0.12626262626262627
parahippocampal-rh,0.1256544502617801,0.1256544502617801,0.1256544502617801,0.12041884816753927,0.1256544502617801,0.1256544502617801,0.1256544502617801,0.1256544502617801
rostralanteriorcingulate-rh,0.14285714285714285,0.13445378151260504,0.13445378151260504,0.09663865546218488,0.1092436974789916,0.10504201680672269,0.14285714285714285,0.13445378151260504
superiorparietal-rh,0.13537117903930132,0.13537117903930132,0.13537117903930132,0.10043668122270742,0.11353711790393013,0.1091703056768559,0.13537117903930132,0.13537117903930132
