,entorhinal-lh,entorhinal-rh,insula-lh,medialorbitofrontal-lh,parsopercularis-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
entorhinal-lh,0.5681818181818182,0.03409090909090909,0.03409090909090909,0.13257575757575757,0.0,0.125,0.0,0.10606060606060606
entorhinal-rh,0.0391304347826087,0.6695652173913044,0.06521739130434782,0.0,0.0,0.06521739130434782,0.017391304347826087,0.14347826086956522
insula-lh,0.02416918429003021,0.05740181268882175,0.48338368580060426,0.054380664652567974,0.09969788519637462,0.03625377643504532,0.045317220543806644,0.19939577039274925
medialorbitofrontal-lh,0.20361990950226244,0.0,0.05429864253393665,0.5384615384615384,0.00904977375565611,0.09954751131221719,0.06334841628959276,0.03167420814479638
parsopercularis-lh,0.0,0.0,0.1971153846153846,0.019230769230769232,0.625,0.0,0.0,0.15865384615384615
temporalpole-lh,0.14979757085020243,0.06882591093117409,0.048582995951417005,0.0728744939271255,0.0,0.5991902834008097,0.0,0.06072874493927125
temporalpole-rh,0.0,0.035897435897435895,0.07692307692307693,0.07179487179487179,0.0,0.0,0.8153846153846154,0.0
transversetemporal-lh,0.07164179104477612,0.09850746268656717,0.22388059701492538,0.020895522388059702,0.09850746268656717,0.03880597014925373,0.0,0.44776119402985076
