,bankssts-rh,frontalpole-rh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,posteriorcingulate-rh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,0.35471698113207545,0.10566037735849057,0.0,0.16226415094339622,0.1660377358490566,0.16226415094339622,0.04905660377358491,0.0
frontalpole-rh,0.13733905579399142,0.45493562231759654,0.0,0.1630901287553648,0.03862660944206009,0.017167381974248927,0.1888412017167382,0.0
parahippocampal-lh,0.0,0.0,0.5964912280701754,0.0,0.08187134502923976,0.011695906432748537,0.12280701754385964,0.1871345029239766
parahippocampal-rh,0.21393034825870647,0.1691542288557214,0.009950248756218905,0.3383084577114428,0.12935323383084577,0.09950248756218906,0.03980099502487562,0.0
parsorbitalis-rh,0.1589958158995816,0.02092050209205021,0.06694560669456066,0.09205020920502092,0.28451882845188287,0.2217573221757322,0.15481171548117154,0.0
posteriorcingulate-rh,0.15163934426229508,0.00819672131147541,0.01639344262295082,0.06557377049180328,0.21311475409836064,0.4180327868852459,0.12704918032786885,0.0
rostralanteriorcingulate-rh,0.034482758620689655,0.17624521072796934,0.08812260536398467,0.01532567049808429,0.12643678160919541,0.1111111111111111,0.4482758620689655,0.0
temporalpole-rh,0.0,0.0,0.18543046357615894,0.0,0.0,0.0,0.0,0.8145695364238411
