,entorhinal-rh,frontalpole-rh,parahippocampal-lh,parstriangularis-rh,rostralmiddlefrontal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.8073394495412844,0.09174311926605505,0.0,0.08256880733944955,0.01834862385321101,0.0,0.0,0.0
frontalpole-rh,0.09345794392523364,0.7289719626168224,0.0,0.0,0.056074766355140186,0.0,0.12149532710280374,0.0
parahippocampal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.14705882352941177,0.0,0.0,0.6029411764705882,0.20588235294117646,0.0,0.04411764705882353,0.0
rostralmiddlefrontal-rh,0.042735042735042736,0.03418803418803419,0.0,0.15384615384615385,0.5811965811965812,0.0,0.18803418803418803,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.008264462809917356,0.09090909090909091,0.0,0.04132231404958678,0.21487603305785125,0.0,0.6446280991735537,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
