,bankssts-rh,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,temporalpole-rh
bankssts-rh,0.17015706806282724,0.1544502617801047,0.17015706806282724,0.07068062827225131,0.16230366492146597,0.0968586387434555,0.17539267015706805,0.0
frontalpole-lh,0.12989690721649486,0.1731958762886598,0.12989690721649486,0.10721649484536082,0.16907216494845362,0.12783505154639174,0.15257731958762888,0.010309278350515464
frontalpole-rh,0.14482758620689656,0.13793103448275862,0.22758620689655173,0.06436781609195402,0.14482758620689656,0.08735632183908046,0.19310344827586207,0.0
insula-rh,0.08732394366197183,0.15492957746478872,0.08732394366197183,0.18309859154929578,0.14084507042253522,0.17746478873239438,0.11830985915492957,0.05070422535211268
lateralorbitofrontal-rh,0.13559322033898305,0.1673728813559322,0.13983050847457626,0.09957627118644068,0.17372881355932204,0.12076271186440678,0.163135593220339,0.0
medialorbitofrontal-lh,0.10199004975124377,0.16169154228855723,0.10199004975124377,0.14925373134328357,0.14925373134328357,0.17412935323383086,0.12935323383084577,0.03233830845771144
medialorbitofrontal-rh,0.13900414937759337,0.14730290456431536,0.18049792531120332,0.08091286307053942,0.15352697095435686,0.1016597510373444,0.1970954356846473,0.0
temporalpole-rh,0.0,0.08536585365853659,0.0,0.24390243902439024,0.024390243902439025,0.18292682926829268,0.0,0.4634146341463415
