,frontalpole-rh,insula-rh,paracentral-lh,parahippocampal-rh,parstriangularis-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-rh,0.8955223880597015,0.0,0.0,0.1044776119402985,0.0,0.0,0.0,0.0
insula-rh,0.0,0.6842105263157895,0.0,0.0,0.0,0.0,0.3157894736842105,0.0
paracentral-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.10204081632653061,0.0,0.0,0.8979591836734694,0.0,0.0,0.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.136986301369863,0.0,0.0,0.0,0.0,0.863013698630137,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
