,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.21794871794871795,0.10256410256410256,0.07692307692307693,0.17307692307692307,0.10256410256410256,0.1282051282051282,0.1282051282051282,0.07051282051282051
parsopercularis-lh,0.11347517730496454,0.2695035460992908,0.1773049645390071,0.1276595744680851,0.20567375886524822,0.07801418439716312,0.028368794326241134,0.0
parstriangularis-rh,0.07741935483870968,0.16774193548387098,0.3161290322580645,0.06451612903225806,0.0967741935483871,0.15483870967741936,0.08387096774193549,0.03870967741935484
postcentral-rh,0.19014084507042253,0.11267605633802817,0.07042253521126761,0.21830985915492956,0.14788732394366197,0.09154929577464789,0.09154929577464789,0.07746478873239436
rostralmiddlefrontal-lh,0.14285714285714285,0.25,0.125,0.1875,0.29464285714285715,0.0,0.0,0.0
superiorfrontal-rh,0.1357142857142857,0.07857142857142857,0.17142857142857143,0.07857142857142857,0.0,0.2785714285714286,0.17857142857142858,0.07857142857142857
superiortemporal-lh,0.168141592920354,0.05309734513274336,0.13274336283185842,0.09734513274336283,0.0,0.23008849557522124,0.22123893805309736,0.09734513274336283
superiortemporal-rh,0.18181818181818182,0.0,0.12121212121212122,0.16666666666666666,0.0,0.18181818181818182,0.18181818181818182,0.16666666666666666
