,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.1730009121313469,0.15019762845849802,0.11462450592885376,0.13043478260869565,0.1383399209486166,0.1225296442687747,0.07844329583460018,0.09242930982061417
frontalpole-rh,0.13523706896551724,0.16217672413793102,0.11153017241379311,0.1341594827586207,0.140625,0.13254310344827586,0.08566810344827586,0.0980603448275862
insula-rh,0.11027777777777778,0.12055555555555555,0.16694444444444445,0.13305555555555557,0.09805555555555556,0.11916666666666667,0.1213888888888889,0.13055555555555556
lateralorbitofrontal-rh,0.1209567817341669,0.13916825224245719,0.12530578961674368,0.15112802391954336,0.11579233487360696,0.12856754552867627,0.1032889372111987,0.11579233487360696
medialorbitofrontal-rh,0.13572496263079223,0.15276532137518684,0.10074738415545591,0.12436472346786248,0.19402092675635277,0.13094170403587443,0.07443946188340807,0.08699551569506726
parsorbitalis-rh,0.11409764125068568,0.13411958310477234,0.11272627537026879,0.12863411958310478,0.12068019747668678,0.21009325287986835,0.08392759188151398,0.09572133845309928
rostralanteriorcingulate-lh,0.08594730238393977,0.10476787954830614,0.14084065244667504,0.12421580928481807,0.08249686323713927,0.1006900878293601,0.18663739021329986,0.17440401505646172
rostralanteriorcingulate-rh,0.09381413075344473,0.11081794195250659,0.14013485781295806,0.12899442978598652,0.08941659337437702,0.10642040457343888,0.15713866901201995,0.17326297273526825
