,insula-rh,isthmuscingulate-lh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-lh
insula-rh,0.21008403361344538,0.0,0.0,0.2184873949579832,0.15966386554621848,0.19327731092436976,0.0,0.2184873949579832
isthmuscingulate-lh,0.0,0.7727272727272727,0.22727272727272727,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.35,0.65,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.2066115702479339,0.0,0.0,0.23140495867768596,0.15702479338842976,0.19008264462809918,0.0,0.21487603305785125
parahippocampal-rh,0.20212765957446807,0.0,0.0,0.20212765957446807,0.19148936170212766,0.20212765957446807,0.0,0.20212765957446807
pericalcarine-lh,0.21100917431192662,0.0,0.0,0.21100917431192662,0.1651376146788991,0.2018348623853211,0.0,0.21100917431192662
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-lh,0.21138211382113822,0.0,0.0,0.22764227642276422,0.15447154471544716,0.18699186991869918,0.0,0.21951219512195122
