,F3,AF7,AF3,AFz,TP7,PO7,PO3,AF8
F3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.19402985074626866,0.20149253731343283,0.20149253731343283,0.20149253731343283,0.0,0.20149253731343283,0.0
AF3,0.0,0.06136363636363636,0.2863636363636364,0.22727272727272727,0.28863636363636364,0.0,0.13636363636363635,0.0
AFz,0.0,0.06958762886597938,0.26288659793814434,0.28865979381443296,0.2912371134020619,0.0,0.08762886597938144,0.0
TP7,0.0,0.03633916554508748,0.17092866756393002,0.15208613728129206,0.47644683714670255,0.0,0.1641991924629879,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.075,0.16111111111111112,0.08888888888888889,0.3388888888888889,0.0,0.33611111111111114,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
