,bankssts-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.616260162601626,0.0,0.0,0.0,0.0,0.04390243902439024,0.33983739837398375
isthmuscingulate-rh,0.0,0.0,0.7468785471055619,0.0,0.0,0.20317820658342792,0.049943246311010214,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.6059979317476732,0.23474663908996898,0.0,0.07238883143743537,0.08686659772492245
paracentral-lh,0.0,0.0,0.0,0.35248447204968947,0.4984472049689441,0.0,0.03881987577639751,0.11024844720496894
parahippocampal-rh,0.0,0.0,0.23726541554959785,0.0,0.0,0.7627345844504021,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.04361873990306947,0.06785137318255251,0.11631663974151858,0.04038772213247173,0.0,0.5977382875605816,0.13408723747980614
rostralanteriorcingulate-rh,0.0,0.19176800748362957,0.0,0.0823199251637044,0.06828811973807297,0.0,0.0813844714686623,0.5762394761459307
