,CP5,TP10,FT10,FC6,CP3,FT8,F6,AF4
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.49382716049382713,0.0,0.0,0.0,0.0,0.5061728395061729,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.37383177570093457,0.0,0.0,0.0,0.0,0.6261682242990654,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
