,F7,TP9,FT10,FC6,Fp2,AF7,F5,FT7
F7,0.43414634146341463,0.0,0.0,0.0,0.12682926829268293,0.43902439024390244,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.4978902953586498,0.0,0.0,0.0,0.5021097046413502,0.0
FC6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.3375,0.0,0.0,0.0,0.325,0.3375,0.0,0.0
AF7,0.356,0.0,0.0,0.0,0.104,0.54,0.0,0.0
F5,0.0,0.0,0.41754385964912283,0.0,0.0,0.0,0.5824561403508772,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
