,Fp1,F7,FT9,TP10,T8,F8,Fp2,F6
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.4306569343065693,0.13138686131386862,0.43795620437956206
Fp2,0.0,0.0,0.0,0.0,0.0,0.33962264150943394,0.32075471698113206,0.33962264150943394
F6,0.0,0.0,0.0,0.0,0.0,0.40268456375838924,0.12080536912751678,0.47651006711409394
