,Fp1,F7,CP1,F8,Fp2,AF7,F6,F2
Fp1,0.40119760479041916,0.0,0.0,0.0,0.3473053892215569,0.25149700598802394,0.0,0.0
F7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.36942675159235666,0.0,0.0,0.0,0.3630573248407643,0.267515923566879,0.0,0.0
AF7,0.336,0.0,0.0,0.0,0.336,0.328,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
