,FT9,CP1,P7,F8,C1,CP3,PO4,PO8
FT9,0.4166666666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.08333333333333333
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.07142857142857142,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,0.014285714285714285
F8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.2
