,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,precentral-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.5633802816901409,0.11267605633802817,0.0,0.09859154929577464,0.0,0.04225352112676056,0.028169014084507043,0.15492957746478872
caudalmiddlefrontal-rh,0.1791044776119403,0.34328358208955223,0.0,0.029850746268656716,0.05970149253731343,0.19402985074626866,0.11940298507462686,0.07462686567164178
inferiorparietal-rh,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0
parstriangularis-rh,0.16129032258064516,0.0,0.0,0.5483870967741935,0.0,0.0967741935483871,0.12903225806451613,0.06451612903225806
postcentral-rh,0.017543859649122806,0.10526315789473684,0.05263157894736842,0.017543859649122806,0.43859649122807015,0.19298245614035087,0.17543859649122806,0.0
precentral-rh,0.08974358974358974,0.19230769230769232,0.0,0.0641025641025641,0.10256410256410256,0.32051282051282054,0.19230769230769232,0.038461538461538464
superiortemporal-rh,0.07692307692307693,0.14102564102564102,0.0,0.08974358974358974,0.10256410256410256,0.19230769230769232,0.3974358974358974,0.0
supramarginal-lh,0.2692307692307692,0.11538461538461539,0.0,0.07692307692307693,0.0,0.038461538461538464,0.0,0.5
