,Fz,FC2,Fp2,AF7,C2,FC4,F2,FCz
Fz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.6271186440677966,0.3728813559322034,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.35956580732700133,0.6404341926729986,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.2503008423586041,0.2503008423586041,0.2503008423586041,0.2490974729241877
FC4,0.0,0.0,0.0,0.0,0.2503008423586041,0.2503008423586041,0.2503008423586041,0.2490974729241877
F2,0.0,0.0,0.0,0.0,0.2503008423586041,0.2503008423586041,0.2503008423586041,0.2490974729241877
FCz,0.0,0.0,0.0,0.0,0.2503008423586041,0.2503008423586041,0.2503008423586041,0.2490974729241877
