,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,pericalcarine-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.3505747126436782,0.3160919540229885,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
frontalpole-rh,0.34104046242774566,0.3583815028901734,0.0,0.0,0.0,0.0,0.0,0.30057803468208094
lateraloccipital-rh,0.0,0.0,0.5700934579439252,0.0,0.0,0.0,0.42990654205607476,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.44285714285714284,0.34285714285714286,0.21428571428571427,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.4126984126984127,0.4603174603174603,0.12698412698412698,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.21487603305785125,0.09917355371900827,0.6859504132231405,0.0,0.0
pericalcarine-lh,0.0,0.0,0.4424778761061947,0.0,0.0,0.0,0.5575221238938053,0.0
rostralanteriorcingulate-rh,0.3375,0.3,0.0,0.0,0.0,0.0,0.0,0.3625
