,frontalpole-rh,insula-lh,isthmuscingulate-lh,paracentral-lh,pericalcarine-rh,precuneus-lh,precuneus-rh,superiorparietal-lh
frontalpole-rh,0.7008196721311475,0.018442622950819672,0.03278688524590164,0.0389344262295082,0.014344262295081968,0.06147540983606557,0.02663934426229508,0.10655737704918032
insula-lh,0.021630615640599003,0.17970049916805325,0.15141430948419302,0.1447587354409318,0.15973377703826955,0.11647254575707154,0.15973377703826955,0.06655574043261231
isthmuscingulate-lh,0.03387096774193549,0.1338709677419355,0.1596774193548387,0.1629032258064516,0.13064516129032258,0.13870967741935483,0.15,0.09032258064516129
paracentral-lh,0.03934426229508197,0.12950819672131147,0.1557377049180328,0.16065573770491803,0.12622950819672132,0.14590163934426228,0.14590163934426228,0.09672131147540984
pericalcarine-rh,0.018612521150592216,0.17089678510998307,0.1505922165820643,0.14382402707275804,0.1793570219966159,0.11505922165820642,0.15736040609137056,0.06429780033840947
precuneus-lh,0.06394316163410302,0.11012433392539965,0.13854351687388988,0.1438721136767318,0.10657193605683836,0.17406749555950266,0.12788632326820604,0.1349911190053286
precuneus-rh,0.027597402597402596,0.14285714285714285,0.16233766233766234,0.15746753246753248,0.1396103896103896,0.12987012987012986,0.1590909090909091,0.08116883116883117
superiorparietal-lh,0.13551401869158877,0.07476635514018691,0.11214953271028037,0.1191588785046729,0.07009345794392523,0.1588785046728972,0.09813084112149532,0.23130841121495327
