,frontalpole-rh,inferiorparietal-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-rh,temporalpole-lh
frontalpole-rh,0.2125984251968504,0.0,0.1968503937007874,0.1889763779527559,0.1968503937007874,0.2047244094488189,0.0,0.0
inferiorparietal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.2,0.0,0.2,0.1925925925925926,0.2,0.2074074074074074,0.0,0.0
lateralorbitofrontal-lh,0.18840579710144928,0.0,0.2028985507246377,0.2028985507246377,0.21014492753623187,0.1956521739130435,0.0,0.0
rostralanteriorcingulate-lh,0.1956521739130435,0.0,0.2028985507246377,0.1956521739130435,0.2028985507246377,0.2028985507246377,0.0,0.0
rostralanteriorcingulate-rh,0.21212121212121213,0.0,0.19696969696969696,0.1893939393939394,0.19696969696969696,0.20454545454545456,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
