,cuneus-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-rh
cuneus-lh,0.14601769911504425,0.140117994100295,0.10619469026548672,0.13864306784660768,0.12389380530973451,0.10029498525073746,0.10914454277286136,0.13569321533923304
frontalpole-rh,0.14386459802538787,0.13963328631875882,0.1071932299012694,0.1382228490832158,0.12411847672778561,0.10155148095909731,0.11001410437235543,0.13540197461212977
lateraloccipital-rh,0.10899182561307902,0.11444141689373297,0.13760217983651227,0.11716621253405994,0.13215258855585832,0.13215258855585832,0.1335149863760218,0.12397820163487738
medialorbitofrontal-rh,0.14107883817427386,0.1396957123098202,0.1078838174273859,0.13831258644536654,0.12448132780082988,0.10235131396957123,0.11065006915629322,0.1355463347164592
pericalcarine-rh,0.12185430463576159,0.1271523178807947,0.11788079470198676,0.12980132450331125,0.1337748344370861,0.11258278145695365,0.1205298013245033,0.13642384105960265
rostralanteriorcingulate-lh,0.1062937062937063,0.11188811188811189,0.13986013986013987,0.11468531468531469,0.13006993006993006,0.13846153846153847,0.13706293706293707,0.12167832167832168
rostralanteriorcingulate-rh,0.11263736263736264,0.11813186813186813,0.12912087912087913,0.12087912087912088,0.13598901098901098,0.12362637362637363,0.13186813186813187,0.12774725274725274
superiorparietal-rh,0.13315579227696406,0.13715046604527298,0.11051930758988016,0.13715046604527298,0.12649800266311584,0.1051930758988016,0.11318242343541944,0.13715046604527298
