,bankssts-rh,frontalpole-rh,isthmuscingulate-rh,lingual-rh,parahippocampal-rh,parsorbitalis-lh,temporalpole-lh,temporalpole-rh
bankssts-rh,0.8098591549295775,0.025821596244131457,0.03051643192488263,0.004694835680751174,0.01643192488262911,0.011737089201877934,0.056338028169014086,0.04460093896713615
frontalpole-rh,0.015184381778741865,0.8741865509761388,0.008676789587852495,0.0,0.026030368763557483,0.03470715835140998,0.0,0.04121475054229935
isthmuscingulate-rh,0.02511415525114155,0.01141552511415525,0.8013698630136986,0.02054794520547945,0.07534246575342465,0.05707762557077625,0.0091324200913242,0.0
lingual-rh,0.0,0.0,0.023809523809523808,0.623015873015873,0.24603174603174602,0.06746031746031746,0.02976190476190476,0.00992063492063492
parahippocampal-rh,0.006887052341597796,0.013774104683195593,0.05096418732782369,0.17768595041322313,0.7011019283746557,0.0027548209366391185,0.01790633608815427,0.028925619834710745
parsorbitalis-lh,0.008658008658008658,0.030303030303030304,0.045454545454545456,0.07792207792207792,0.0,0.7402597402597403,0.08008658008658008,0.017316017316017316
temporalpole-lh,0.05473684210526316,0.0,0.010526315789473684,0.029473684210526315,0.031578947368421054,0.06736842105263158,0.8063157894736842,0.0
temporalpole-rh,0.043689320388349516,0.04611650485436893,0.0,0.01699029126213592,0.0412621359223301,0.024271844660194174,0.0,0.8276699029126213
