,cuneus-lh,frontalpole-rh,lateraloccipital-rh,paracentral-rh,pericalcarine-rh,precuneus-rh,rostralanteriorcingulate-rh,superiorparietal-rh
cuneus-lh,0.13768115942028986,0.13768115942028986,0.09565217391304348,0.13333333333333333,0.12028985507246377,0.11884057971014493,0.1289855072463768,0.12753623188405797
frontalpole-rh,0.12616201859229748,0.16865869853917662,0.08897742363877822,0.12350597609561753,0.11155378486055777,0.1102257636122178,0.15272244355909695,0.11819389110225764
lateraloccipital-rh,0.10818713450292397,0.10964912280701754,0.15058479532163743,0.11842105263157894,0.13157894736842105,0.13157894736842105,0.12719298245614036,0.12280701754385964
paracentral-rh,0.13378378378378378,0.13378378378378378,0.09864864864864865,0.13378378378378378,0.12162162162162163,0.12027027027027028,0.12972972972972974,0.12837837837837837
pericalcarine-rh,0.1202113606340819,0.1215323645970938,0.1083223249669749,0.12945838837516513,0.130779392338177,0.12945838837516513,0.12681638044914134,0.1334214002642008
precuneus-rh,0.11952191235059761,0.12084993359893759,0.10889774236387782,0.12881806108897742,0.13147410358565736,0.1301460823373174,0.12749003984063745,0.13280212483399734
rostralanteriorcingulate-rh,0.11585365853658537,0.14512195121951219,0.09634146341463415,0.11829268292682926,0.11219512195121951,0.11097560975609756,0.18658536585365854,0.11463414634146342
superiorparietal-rh,0.128,0.128,0.10133333333333333,0.136,0.124,0.12266666666666666,0.12933333333333333,0.13066666666666665
