,F3,TP9,CP5,TP10,AF7,PO8,CPz,AF8
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.43478260869565216,0.08695652173913043,0.0,0.0,0.391304347826087,0.0,0.08695652173913043
CP5,0.0,0.2777777777777778,0.2222222222222222,0.0,0.0,0.2777777777777778,0.0,0.2222222222222222
TP10,0.0,0.0,0.0,0.4230769230769231,0.5,0.0,0.07692307692307693,0.0
AF7,0.0,0.0,0.0,0.325,0.55,0.0,0.125,0.0
PO8,0.0,0.43478260869565216,0.08695652173913043,0.0,0.0,0.391304347826087,0.0,0.08695652173913043
CPz,0.0,0.0,0.0,0.3076923076923077,0.38461538461538464,0.0,0.3076923076923077,0.0
AF8,0.0,0.2777777777777778,0.2222222222222222,0.0,0.0,0.2777777777777778,0.0,0.2222222222222222
