,bankssts-rh,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,insula-rh,lateraloccipital-rh,lingual-rh,parahippocampal-rh
bankssts-rh,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.1794871794871795
frontalpole-lh,0.0,0.9117647058823529,0.0,0.0,0.0,0.08823529411764706,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.0,0.38461538461538464,0.28205128205128205,0.038461538461538464,0.2948717948717949,0.0
insula-rh,0.0,0.0,0.0,0.1721311475409836,0.4918032786885246,0.0,0.3360655737704918,0.0
lateraloccipital-rh,0.0,0.07368421052631578,0.0,0.05263157894736842,0.0,0.8736842105263158,0.0,0.0
lingual-rh,0.043478260869565216,0.0,0.0,0.15217391304347827,0.2898550724637681,0.0,0.4057971014492754,0.10869565217391304
parahippocampal-rh,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.25,0.4423076923076923
