,caudalanteriorcingulate-lh,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,pericalcarine-rh
caudalanteriorcingulate-lh,0.591715976331361,0.0,0.0,0.09467455621301775,0.0,0.023668639053254437,0.0650887573964497,0.22485207100591717
caudalmiddlefrontal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.5735294117647058,0.0,0.0,0.2426470588235294,0.18382352941176472,0.0
frontalpole-rh,0.14893617021276595,0.02127659574468085,0.0,0.8297872340425532,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.010309278350515464,0.0,0.19072164948453607,0.0,0.0,0.5051546391752577,0.29381443298969073,0.0
medialorbitofrontal-lh,0.05,0.0,0.16111111111111112,0.0,0.0,0.3277777777777778,0.46111111111111114,0.0
pericalcarine-rh,0.3620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.6379310344827587
