,bankssts-rh,caudalanteriorcingulate-lh,cuneus-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,parsorbitalis-lh,temporalpole-lh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.7245762711864406,0.0,0.0,0.0,0.2584745762711864,0.01694915254237288,0.0
cuneus-lh,0.0,0.0,0.6929460580912863,0.0,0.0,0.0,0.3070539419087137,0.0
frontalpole-rh,0.0,0.0,0.0,0.7819548872180451,0.02631578947368421,0.0,0.0,0.19172932330827067
insula-rh,0.0,0.0,0.0,0.07377049180327869,0.9262295081967213,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.1716867469879518,0.0,0.0,0.0,0.5572289156626506,0.2710843373493976,0.0
parsorbitalis-lh,0.0,0.005115089514066497,0.19437340153452684,0.0,0.0,0.21483375959079284,0.5856777493606138,0.0
temporalpole-lh,0.0,0.0,0.0,0.25510204081632654,0.0,0.0,0.0,0.7448979591836735
