,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.4880239520958084,0.023952095808383235,0.19461077844311378,0.12275449101796407,0.11077844311377245,0.059880239520958084,0.0,0.0
frontalpole-rh,0.015113350125944584,0.4080604534005038,0.04785894206549118,0.17632241813602015,0.12090680100755667,0.23173803526448364,0.0,0.0
insula-rh,0.1278825995807128,0.0440251572327044,0.4758909853249476,0.07966457023060797,0.20545073375262055,0.06708595387840671,0.0,0.0
medialorbitofrontal-lh,0.07020872865275142,0.14041745730550284,0.07590132827324478,0.3946869070208729,0.15180265654648956,0.16698292220113853,0.0,0.0
parahippocampal-rh,0.06272401433691756,0.0931899641577061,0.1827956989247312,0.14695340501792115,0.3960573476702509,0.11827956989247312,0.0,0.0
rostralanteriorcingulate-lh,0.030534351145038167,0.17938931297709923,0.05916030534351145,0.16030534351145037,0.1183206106870229,0.37213740458015265,0.08015267175572519,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.20212765957446807,0.7978723404255319,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
