,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.125,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.125,0.06818181818181818
parsopercularis-lh,0.11956521739130435,0.13043478260869565,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.11956521739130435,0.06521739130434782
parstriangularis-rh,0.11,0.12,0.15,0.16,0.13,0.16,0.11,0.06
postcentral-rh,0.11,0.12,0.15,0.16,0.13,0.16,0.11,0.06
rostralmiddlefrontal-lh,0.11578947368421053,0.12631578947368421,0.14736842105263157,0.14736842105263157,0.1368421052631579,0.14736842105263157,0.11578947368421053,0.06315789473684211
rostralmiddlefrontal-rh,0.11,0.12,0.15,0.16,0.13,0.16,0.11,0.06
superiortemporal-lh,0.125,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.125,0.06818181818181818
supramarginal-lh,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.12727272727272726,0.10909090909090909
