,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.6234939759036144,0.0,0.0,0.10692771084337349,0.19578313253012047,0.0,0.07379518072289157,0.0
frontalpole-lh,0.0,0.5135746606334841,0.20475113122171945,0.0,0.020361990950226245,0.08823529411764706,0.08823529411764706,0.08484162895927602
frontalpole-rh,0.0,0.1585040071237756,0.41228851291184326,0.0,0.0,0.1674087266251113,0.10596616206589493,0.1558325912733749
insula-lh,0.10625909752547306,0.0,0.0,0.8457059679767104,0.0,0.0,0.00727802037845706,0.040756914119359534
medialorbitofrontal-lh,0.23204419889502761,0.03314917127071823,0.0,0.0,0.7348066298342542,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.12786885245901639,0.3114754098360656,0.0,0.0,0.4819672131147541,0.07868852459016394,0.0
rostralanteriorcingulate-lh,0.061946902654867256,0.09608091024020228,0.1504424778761062,0.0037926675094816687,0.0012642225031605564,0.0606826801517067,0.5259165613147914,0.09987357774968394
rostralanteriorcingulate-rh,0.0,0.11947626841243862,0.28314238952536824,0.0425531914893617,0.0,0.0,0.12929623567921442,0.425531914893617
