,Fp1,P7,F8,Fp2,AF7,P5,PO7,AF8
Fp1,0.4044750430292599,0.0,0.0,0.37865748709122204,0.10843373493975904,0.0,0.0,0.10843373493975904
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3884007029876977,0.0,0.0,0.39015817223198596,0.11072056239015818,0.0,0.0,0.11072056239015818
AF7,0.2549800796812749,0.0,0.0,0.2549800796812749,0.24701195219123506,0.0,0.0,0.24302788844621515
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.25296442687747034,0.0,0.0,0.25296442687747034,0.2490118577075099,0.0,0.0,0.2450592885375494
