,bankssts-lh,cuneus-rh,entorhinal-lh,frontalpole-lh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-lh,temporalpole-lh
bankssts-lh,0.3870967741935484,0.3225806451612903,0.016129032258064516,0.0,0.0,0.0,0.27419354838709675,0.0
cuneus-rh,0.22784810126582278,0.4810126582278481,0.0759493670886076,0.0,0.0,0.0,0.21518987341772153,0.0
entorhinal-lh,0.0,0.13793103448275862,0.8620689655172413,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.53125,0.34375,0.0,0.046875,0.078125
medialorbitofrontal-lh,0.0,0.0,0.0,0.4,0.4461538461538462,0.0,0.0,0.15384615384615385
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.23170731707317074,0.25609756097560976,0.0,0.012195121951219513,0.0,0.0,0.5,0.0
temporalpole-lh,0.0,0.0,0.0,0.25,0.39285714285714285,0.0,0.0,0.35714285714285715
