,cuneus-lh,fusiform-lh,inferiorparietal-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.4166666666666667,0.0,0.125,0.0,0.0,0.4583333333333333,0.0
inferiorparietal-lh,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.058823529411764705,0.0,0.6470588235294118,0.0,0.0,0.29411764705882354,0.0
isthmuscingulate-rh,0.0,0.0,0.23076923076923078,0.0,0.6923076923076923,0.0,0.0,0.07692307692307693
lingual-lh,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.0,0.4482758620689655
parahippocampal-lh,0.0,0.3225806451612903,0.0,0.22580645161290322,0.0,0.0,0.45161290322580644,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
