,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.23837209302325582,0.19767441860465115,0.22674418604651161,0.0,0.2441860465116279,0.09302325581395349,0.0,0.0
parstriangularis-rh,0.23648648648648649,0.22972972972972974,0.23648648648648649,0.0,0.23648648648648649,0.060810810810810814,0.0,0.0
precentral-rh,0.23952095808383234,0.20359281437125748,0.23353293413173654,0.0,0.23952095808383234,0.08383233532934131,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiortemporal-lh,0.2342857142857143,0.19428571428571428,0.22285714285714286,0.0,0.24571428571428572,0.10285714285714286,0.0,0.0
superiortemporal-rh,0.17045454545454544,0.09090909090909091,0.14772727272727273,0.0,0.19318181818181818,0.36363636363636365,0.0,0.03409090909090909
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9
