,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.21045115464245415,0.0,0.042593071354705275,0.02908479834539814,0.027339710444674252,0.0,0.0,0.00022052337547780066,0.0281153050672182,0.028006468685680682,0.008983971044467425,0.009556012937371362,0.010585122022934431,0.0,0.025286680388121142,0.018082916789179653,0.0,0.0,0.009556012937371362,0.0016804550155118925,0.019713029989658737,0.019773596001176126,0.0022052337547780066,0.019406057042046457,0.022640399882387533,0.020698714746286373,0.0,0.0018097207859358842,0.0,0.009776536312849162,0.023901415788956774,0.01984229576008273,0.03623934137018524,0.031136061022261536,0.020582181711261395,0.0,0.03832730093071355,0.04298086866597725,0.028373836608066184,0.005816959669079628,0.018226473629782834,0.029963984222658523,0.0,0.0028668038812114083,0.009997059688326962,0.0,0.0,0.0,0.010599793174767322,0.0,0.009177869700103413,0.006786452947259566,0.009919504026889105,0.0,0.00374870734229576,0.010217583063804764,0.0,0.0545705655037283,0.012926577042399173,0.0,0.008232872684504558
Fz,0.0,0.19863864748617743,0.02419966621150053,0.0,0.004248217265968746,0.026151896701986147,0.01484648728181135,0.014728682170542635,0.0,0.00872093023255814,0.030259021286955786,0.005232558139534884,0.013953488372093023,0.03344483139446673,0.0,0.026895775775987694,0.052976133769446,0.024991575898071015,0.01802325581395349,0.022879596207654555,0.04368271744768236,0.01821705426356589,0.0017441860465116279,0.01579457364341085,0.0037790697674418604,0.0,0.0035852713178294573,0.014944621453497193,0.012486503794815342,0.0034469131620638435,0.00872093023255814,0.03377350368543433,0.005329457364341085,0.005135658914728682,0.011365789501540154,0.020930232558139535,0.0,0.016219042528042116,0.0,0.026708284376510606,0.0,0.0001937984496124031,0.022383720930232557,0.0,0.001065891472868217,0.0,0.04767402165743985,0.0,0.0018410852713178294,0.016472868217054265,0.032468517675618265,0.034668487331209225,0.01208554300614298,0.006782945736434108,0.0,0.0,0.021971116356695,0.0,0.03633742982855409,0.0,0.0
F3,0.032714014583957646,0.01711452335252719,0.16338053413158515,0.06709930337025945,0.05752681966663285,0.0,0.0,0.0,0.07208505384959463,0.0,0.022585137155271235,0.0010488462691039856,0.008050757091064193,0.002505864789933888,0.0,0.006931115376412882,0.020793346129238645,0.006824482832160375,0.0,0.003465557688206441,0.054576402297843454,0.0,0.0,0.005743681949855159,0.0004994506043352313,0.0,0.0010130091703988058,0.025471693229577982,0.00819322673402188,0.0005993407252022775,0.0,0.0507182821864599,0.0,0.015782639096993307,0.0,0.0,0.055649901551032194,0.021026870442513234,0.052401347641075305,0.016764540451440716,0.013028407075952857,0.004445110378583558,0.007144380464917893,0.0,0.00021326508850501172,0.0026124973341863935,0.0034961542303466185,0.0,0.005094396164219359,0.009117082533589251,0.025051537997901607,0.025592945009370052,0.010918731557794423,0.007144380464917893,0.011569631051396887,0.004095494955548896,0.029113432677669405,0.0038457696533812807,0.042259209047910376,0.004691831947110258,0.0
F7,0.02242197757802242,0.0,0.07128987365769546,0.15838750724642983,0.08731206179820195,0.0,0.00031776294884016526,0.008261836669844296,0.1098201556707881,0.0,0.003130996869003131,0.011576555789189365,0.0,0.0,0.0042930814234740265,0.0,0.001817998182001818,0.0,0.0,0.0,0.00201999798000202,0.01993962503972037,0.008976803304734668,0.012167791931350109,0.001918998081001919,0.00039720368605020655,0.00039720368605020655,0.011360025421035907,0.0024744975255024744,0.00201999798000202,0.011629984318538084,0.0027774972225027774,0.02295837305370194,0.01451797324815322,0.016603114076898632,0.0,0.11181343537436253,0.01812948187051813,0.11129519709374476,0.007019139946223892,0.03350395640706997,0.02189201695450354,0.0,0.003892596123292024,0.024388306323482684,0.0,0.006665993334006666,0.0008738481093104544,0.001413998586001414,0.0,0.004999495000504999,0.0,0.0,0.0,0.008897362567524627,0.0089618073712082,0.006273475375714328,0.014272855126572899,0.000403999596000404,0.0,0.0065141404512233875
FT9,0.020752847944526993,0.0039868023095958206,0.0618865825523624,0.08171074952918406,0.1528502800519072,0.0,0.009279626065438548,0.0,0.09723838818548508,0.00797424467558197,0.007175896892635171,0.006732038213273054,0.0,0.00576780007035173,0.001981178801386825,0.013690921944033742,0.004257627872031756,0.018779594947803402,0.0031698860822189203,0.0030244707176244156,0.016684118416968957,0.018765466043442397,0.0,0.011144130757800892,0.014280836044380693,0.0005448241703813769,0.0009905894006934125,0.016290899092658784,0.007181773155027241,0.009559187716691432,0.010450718177315502,0.001882119861317484,0.025639263128952434,0.0030212976721149085,0.02425132808296438,0.0,0.06858654985501361,0.018919304277769222,0.07446738116025337,0.0004952947003467063,0.03489539776304377,0.020634253666331523,0.016012774163728878,0.0,0.010998075336816057,0.0007561176794061039,0.016210422215240612,0.0019934011547979103,0.0,0.0015809733296673083,0.009926369002314145,0.005567775639263129,0.0,0.0037118504261754192,0.012304096783062964,0.019953390276562916,0.009993043812677013,0.006686478454680535,0.00192466318394281,0.003436898542755018,0.0
FC5,0.0,0.015422358056505218,0.0,0.0,0.0,0.1514943754668821,0.01807014240462287,0.014476640098628923,0.0,0.00023834493278672894,0.02373952417729039,0.011917246639336448,0.011535894746877681,0.03455787118713237,0.0073886929163885975,0.027294940476936088,0.039242734306594224,0.03775122451198155,0.010820859948517494,0.013620396590291108,0.033868111787254705,0.013134123744508557,0.006053961292782915,0.014205357994089046,0.004671560682619888,0.0015730765563924112,0.02664159179095633,0.003003146153112785,0.008072588792690044,0.015590640414659782,0.026769866935824175,0.006721327104585757,0.00815139670130613,0.002478787300981981,0.009711539692588754,0.138358207558191,0.0,0.011043043688537804,0.0,0.01777299316986342,0.013703046912784136,0.007484030889503289,0.014443702926875775,0.0006196968252454953,0.010963866908189531,0.0023834493278672895,0.03178360994384127,0.01291829535704071,0.015018735533215692,0.02044844289789506,0.0,0.004836369498629695,0.016166264752736748,0.02930194083245159,0.0027171322337687103,0.011985042189781216,0.01992864114862231,0.0026217942606540185,0.016638520472696216,0.0,0.0006448492664839593
FC1,0.0,0.017627258437785016,0.0,0.00020815986677768527,0.014050791007493756,0.01936271922895884,0.15485737398711052,0.015051090858878763,0.0,0.018349321957989686,0.016028309741881765,0.016017674675504006,0.007640614931418577,0.039105972630283016,0.026327902052839917,0.02639776773214319,0.025015755228064495,0.030555149315182207,0.012013256006628004,0.021206686440608462,0.038719411920303606,0.020068121145171685,0.007594587130626899,0.01031022737733591,0.009021448955168923,0.014913007456503728,0.03189726594863297,0.009159034138218152,0.0,0.0020815986677768525,0.0040044186688760015,0.0,0.057315639878793206,0.0028076958482923684,0.04222847602449798,0.012565589616128142,0.0,0.011761032472939217,0.0,0.00900981745013955,0.0,0.0,0.05177760631368057,0.0,0.015235202062045476,0.0023013900395839086,0.029579108912507552,0.02034428794992175,0.0,0.01610973027708736,0.012073272273105746,0.033409658617818486,0.0017030286292920925,0.021487777951771297,0.009159034138218152,0.006750316158486787,0.007778698333793611,0.015847657330573046,0.01317005421316107,0.0,0.0
C3,0.0001318217769575534,0.007307804735457469,0.0,0.013841286580543106,0.0,0.015171565214248343,0.016028451719770048,0.2109256195591406,0.0,0.016272045210951963,0.0,0.03295071751095413,0.03998617020913127,0.01749001266686154,0.029058937397025073,0.003459027574783202,0.021261402493796232,0.00484320118813512,0.018338190689018027,0.030202060704602615,0.004628276332456396,0.01172959496381471,0.04946791038194817,0.03775654158022084,0.005846243788365975,0.01395605103315109,0.026783402987071447,0.0030061350623089415,0.0007307804735457469,0.0007307804735457469,0.015979733021533663,0.0,0.01700282568449771,0.018191674951928017,0.019097729708662185,0.015220283912484726,0.025046137621935145,0.0,0.0,0.035681058244623046,0.0,0.0,0.024846536100555393,0.036910097548114945,0.007665892947461719,0.0022409702082784077,0.03106720614051346,0.017243066794915142,0.0,0.01838373682768036,0.0,0.0,0.008875331741196514,0.004350118639599262,0.015027682573161087,0.008818084380785345,0.001169248757673195,0.044479002652079984,0.0005359056806002144,0.0,0.0002636435539151068
T7,0.02248070102232422,0.0,0.07700292156454253,0.10144239852415385,0.09557810062387312,0.0,0.0,0.0,0.14590818097551364,5.2159399123722096e-05,0.005581055706238264,0.017427474439214025,0.0,0.0,0.00607507982053746,0.0,0.0018777383684539955,0.003609445735959868,0.0,0.0,0.015410776232693234,0.017863697540682736,0.006668298054569925,0.017271513177035444,0.006913523175251318,0.0,0.0,0.01823075981891594,0.003755476736907991,0.003286042144794492,0.015786658318780226,0.0025558105570623827,0.022084913740364615,0.009858126434383475,0.017924874587054936,0.0,0.08639876115268533,0.019246818276653452,0.1030365756027675,0.000521593991237221,0.025236922886211793,0.020891406109418358,0.008197724213874954,0.0,0.016762510705983114,0.00636241282270892,0.007093678280826205,0.0,0.0004694345921134989,0.00905420286308577,0.0011475067807218862,0.004832986663403891,0.0,0.0,0.013520127248256453,0.013499749790602956,0.005906405781770792,0.008554141456290423,0.0,0.008197724213874954,0.006423589869081121
TP9,0.03247087045921864,0.004243281471004243,0.0,0.0,0.007496463932107496,0.00033003300330033004,0.018596905710349748,0.015935879302215936,0.0,0.13923034254859934,0.0,0.022890178472463912,0.02147874853087972,0.03400486308299879,0.04334119718639837,0.0029702970297029703,0.027697808946663783,0.0042904290429042905,0.06083399659852405,0.004856199905704856,0.0,0.04055507136927342,0.0031831720330556504,0.0361911095643002,0.011456859971711458,0.046181668739673346,0.03493635077793494,0.0,0.001272984441301273,0.004054691183404055,0.05952001251236452,0.0,0.05355355838139381,0.011309115832762166,0.06058086519510661,0.0,0.0009900990099009901,0.0004243281471004243,0.0010372465818010372,0.0,9.42951438000943e-05,0.019276901987662784,0.01999057048561999,0.0,0.019949788966951133,0.0,0.010325318246110325,0.012022630834512023,0.0,0.003818953323903819,0.0,0.0,0.009382366808109383,0.007685054219707685,0.0,0.028159832530790532,0.006129184347006129,0.05116754062559884,0.0,0.0,0.006082933516106922
