,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.23487456960157402,0.07993113625184456,0.07083128381701918,0.05484505656665027,0.20683718642400392,0.16994589276930644,0.09985243482538121,0.08288243974422037
frontalpole-lh,0.0594701748062714,0.2079653991710218,0.19066498468192467,0.13570012614885565,0.07046314651288521,0.0854207965399171,0.10326184898179852,0.14705352315732564
frontalpole-rh,0.053864600627190555,0.19719608928242022,0.20328352702453423,0.14517616675890058,0.06327245895591219,0.07507839881940602,0.10625345877144439,0.15587529976019185
medialorbitofrontal-lh,0.048283261802575105,0.16351931330472103,0.16995708154506436,0.19742489270386265,0.05536480686695279,0.06909871244635193,0.12103004291845494,0.17532188841201718
posteriorcingulate-lh,0.19253393665158372,0.08733031674208144,0.07647058823529412,0.057239819004524885,0.2316742081447964,0.1834841628959276,0.08868778280542987,0.08257918552036199
posteriorcingulate-rh,0.15536785952433874,0.10335630140031118,0.08935318959768837,0.07046010224494333,0.18181818181818182,0.2078239608801956,0.0964658813069571,0.09535452322738386
rostralanteriorcingulate-lh,0.09140027014858172,0.12967131922557407,0.13079693831607384,0.12719495722647456,0.08892390814948221,0.09837910850968032,0.18685276902296263,0.14678072940117065
rostralanteriorcingulate-rh,0.06316377864728899,0.15334451276318242,0.1587479038569033,0.15278554127072852,0.06893981740264579,0.08086454257499534,0.12166946152412894,0.2004844419601267
