,bankssts-rh,frontalpole-rh,insula-rh,paracentral-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.4978902953586498,0.0,0.0,0.0,0.5021097046413502,0.0,0.0,0.0
frontalpole-rh,0.0,0.574750830564784,0.0,0.0,0.0,0.0,0.2591362126245847,0.16611295681063123
insula-rh,0.0,0.0,0.6254681647940075,0.1104868913857678,0.0,0.2640449438202247,0.0,0.0
paracentral-rh,0.0,0.0035335689045936395,0.20848056537102475,0.6819787985865724,0.0,0.0,0.10600706713780919,0.0
parahippocampal-lh,0.4006734006734007,0.0,0.0,0.0,0.5993265993265994,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.2785571142284569,0.0,0.0,0.7074148296593187,0.014028056112224449,0.0
rostralanteriorcingulate-lh,0.0,0.1772428884026258,0.0,0.061269146608315096,0.0,0.010940919037199124,0.6061269146608315,0.14442013129102846
rostralanteriorcingulate-rh,0.0,0.17625899280575538,0.0,0.0,0.0,0.0,0.22661870503597123,0.5971223021582733
