,P7,AF7,AF3,TP7,P5,PO7,PO3,POz
P7,0.5277777777777778,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.19444444444444445
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.0,0.725,0.275,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.52,0.48,0.0,0.0,0.0
PO7,0.39285714285714285,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.25
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.34782608695652173,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0.30434782608695654
