,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.16559139784946236,0.17204301075268819,0.0967741935483871,0.17204301075268819,0.17419354838709677,0.15483870967741936,0.01935483870967742,0.04516129032258064
frontalpole-rh,0.14770459081836326,0.19161676646706588,0.08582834331337326,0.15768463073852296,0.16966067864271456,0.1656686626746507,0.02594810379241517,0.05588822355289421
medialorbitofrontal-lh,0.16025641025641027,0.15705128205128205,0.15705128205128205,0.16666666666666666,0.16346153846153846,0.13782051282051283,0.009615384615384616,0.04807692307692308
medialorbitofrontal-rh,0.15705765407554673,0.17296222664015903,0.09940357852882704,0.17296222664015903,0.1749502982107356,0.15308151093439365,0.02385685884691849,0.04572564612326044
rostralanteriorcingulate-lh,0.1527777777777778,0.18253968253968253,0.09126984126984126,0.16666666666666666,0.17857142857142858,0.15674603174603174,0.017857142857142856,0.05357142857142857
rostralanteriorcingulate-rh,0.14479638009049775,0.18552036199095023,0.083710407239819,0.15610859728506787,0.167420814479638,0.17873303167420815,0.027149321266968326,0.05656108597285068
temporalpole-lh,0.057692307692307696,0.08333333333333333,0.03205128205128205,0.07692307692307693,0.057692307692307696,0.07692307692307693,0.5512820512820513,0.0641025641025641
temporalpole-rh,0.08762886597938144,0.13402061855670103,0.05670103092783505,0.0979381443298969,0.11855670103092783,0.10824742268041238,0.041237113402061855,0.3556701030927835
