,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.6240601503759399,0.0,0.01804511278195489,0.045112781954887216,0.13533834586466165,0.04661654135338346,0.11729323308270677,0.013533834586466165
frontalpole-lh,0.0,0.5633802816901409,0.33400402414486924,0.06237424547283702,0.02012072434607646,0.02012072434607646,0.0,0.0
frontalpole-rh,0.028368794326241134,0.28900709219858156,0.6312056737588653,0.012411347517730497,0.005319148936170213,0.012411347517730497,0.015957446808510637,0.005319148936170213
lateralorbitofrontal-lh,0.037383177570093455,0.042723631508678236,0.012016021361815754,0.49666221628838453,0.13885180240320427,0.044058744993324434,0.12283044058744993,0.1054739652870494
medialorbitofrontal-lh,0.10851648351648352,0.02197802197802198,0.004120879120879121,0.15796703296703296,0.5233516483516484,0.07554945054945054,0.0673076923076923,0.04120879120879121
parsorbitalis-rh,0.06613226452905811,0.01603206412825651,0.018036072144288578,0.07214428857715431,0.09819639278557114,0.6533066132264529,0.07214428857715431,0.004008016032064128
temporalpole-lh,0.12674094707520892,0.0,0.009749303621169917,0.13509749303621169,0.0807799442896936,0.057103064066852366,0.4972144846796657,0.09331476323119778
temporalpole-rh,0.02,0.0,0.006666666666666667,0.16,0.06666666666666667,0.008888888888888889,0.14444444444444443,0.5933333333333334
