,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,supramarginal-lh
inferiorparietal-rh,0.17630057803468208,0.1676300578034682,0.18208092485549132,0.07803468208092486,0.14739884393063585,0.08670520231213873,0.0,0.16184971098265896
parsopercularis-lh,0.13272311212814644,0.20137299771167047,0.2036613272311213,0.06178489702517163,0.18306636155606407,0.07551487414187644,0.011441647597254004,0.13043478260869565
parstriangularis-rh,0.12727272727272726,0.1797979797979798,0.2404040404040404,0.05454545454545454,0.18383838383838383,0.08484848484848485,0.010101010101010102,0.1191919191919192
postcentral-lh,0.14673913043478262,0.14673913043478262,0.14673913043478262,0.15217391304347827,0.1358695652173913,0.125,0.0,0.14673913043478262
rostralmiddlefrontal-rh,0.12155963302752294,0.18807339449541285,0.20871559633027523,0.06192660550458716,0.20642201834862386,0.07568807339449542,0.011467889908256881,0.12614678899082568
superiorparietal-lh,0.12121212121212122,0.14285714285714285,0.18181818181818182,0.0735930735930736,0.14285714285714285,0.2077922077922078,0.0,0.12987012987012986
superiortemporal-lh,0.0,0.10869565217391304,0.10869565217391304,0.0,0.10869565217391304,0.0,0.6739130434782609,0.0
supramarginal-lh,0.16034985422740525,0.17201166180758018,0.17201166180758018,0.07871720116618076,0.15451895043731778,0.09620991253644315,0.0,0.1661807580174927
