,fusiform-lh,fusiform-rh,inferiortemporal-lh,insula-lh,lingual-rh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh
fusiform-lh,0.9166666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0
fusiform-rh,0.0,0.4358974358974359,0.0,0.0,0.2564102564102564,0.0,0.0,0.3076923076923077
inferiortemporal-lh,0.0,0.0,0.4878048780487805,0.24390243902439024,0.0,0.2682926829268293,0.0,0.0
insula-lh,0.0,0.0,0.4074074074074074,0.4074074074074074,0.0,0.18518518518518517,0.0,0.0
lingual-rh,0.0,0.3142857142857143,0.0,0.0,0.5428571428571428,0.0,0.0,0.14285714285714285
middletemporal-lh,0.0,0.0,0.34375,0.15625,0.0,0.5,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
parahippocampal-rh,0.0,0.4074074074074074,0.0,0.0,0.1111111111111111,0.0,0.0,0.48148148148148145
