,Fp1,F3,FT9,FT10,Fp2,AFz,AF4,F2
Fp1,0.3870967741935484,0.0,0.0,0.0,0.1935483870967742,0.41935483870967744,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.4888888888888889,0.5111111111111111,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.44,0.56,0.0,0.0,0.0,0.0
Fp2,0.35,0.0,0.0,0.0,0.3,0.35,0.0,0.0
AFz,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
