,T7,TP9,P7,Cz,Fp2,TP7,P5,PO7
T7,0.32575757575757575,0.0,0.3333333333333333,0.3409090909090909,0.0,0.0,0.0,0.0
TP9,0.0,0.36,0.0,0.0,0.0,0.37,0.27,0.0
P7,0.24861878453038674,0.0,0.3701657458563536,0.3812154696132597,0.0,0.0,0.0,0.0
Cz,0.24193548387096775,0.0,0.3602150537634409,0.3978494623655914,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.36082474226804123,0.0,0.0,0.0,0.3711340206185567,0.26804123711340205,0.0
P5,0.0,0.32954545454545453,0.0,0.0,0.0,0.3181818181818182,0.3522727272727273,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
