,Fp1,CP1,Cz,F4,Fp2,PO3,F6,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.3469387755102041,0.29591836734693877,0.0,0.35714285714285715,0.0,0.0
F4,0.0,0.0,0.3103448275862069,0.3563218390804598,0.0,0.3333333333333333,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.33663366336633666,0.3069306930693069,0.0,0.3564356435643564,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.05555555555555555
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
