,entorhinal-lh,inferiorparietal-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.46511627906976744,0.0,0.0,0.13953488372093023,0.0,0.046511627906976744,0.18604651162790697,0.16279069767441862
inferiorparietal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.7142857142857143,0.047619047619047616,0.0,0.23809523809523808,0.0,0.0
lingual-lh,0.12244897959183673,0.0,0.0,0.5102040816326531,0.0,0.3673469387755102,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0784313725490196,0.0,0.058823529411764705,0.39215686274509803,0.0,0.47058823529411764,0.0,0.0
temporalpole-lh,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.43636363636363634,0.38181818181818183
temporalpole-rh,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.43859649122807015,0.40350877192982454
