,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.6037735849056604,0.0,0.0,0.0,0.29245283018867924,0.0,0.0,0.10377358490566038
frontalpole-lh,0.0,0.7640449438202247,0.02247191011235955,0.0,0.0,0.0,0.21348314606741572,0.0
frontalpole-rh,0.0,0.04040404040404041,0.6262626262626263,0.3333333333333333,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.37373737373737376,0.6262626262626263,0.0,0.0,0.0,0.0
parahippocampal-lh,0.21367521367521367,0.0,0.0,0.0,0.7264957264957265,0.0,0.0,0.05982905982905983
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.22666666666666666,0.0,0.0,0.0,0.0,0.76,0.013333333333333334
temporalpole-lh,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.73
