,caudalanteriorcingulate-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-lh,parsorbitalis-rh
caudalanteriorcingulate-lh,0.9578947368421052,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.015665796344647518,0.4412532637075718,0.07571801566579635,0.18276762402088773,0.013054830287206266,0.04177545691906005,0.15926892950391644,0.07049608355091384
lateralorbitofrontal-rh,0.0,0.04365904365904366,0.37214137214137216,0.10810810810810811,0.1787941787941788,0.016632016632016633,0.17671517671517672,0.10395010395010396
medialorbitofrontal-lh,0.0,0.15384615384615385,0.15384615384615385,0.3485576923076923,0.04326923076923077,0.03365384615384615,0.14903846153846154,0.11778846153846154
medialorbitofrontal-rh,0.0,0.003289473684210526,0.24342105263157895,0.04276315789473684,0.4934210526315789,0.01644736842105263,0.20065789473684212,0.0
parahippocampal-lh,0.0,0.05741626794258373,0.04784688995215311,0.06698564593301436,0.03349282296650718,0.7272727272727273,0.06698564593301436,0.0
parsorbitalis-lh,0.0,0.11397849462365592,0.18494623655913978,0.12043010752688173,0.14838709677419354,0.030107526881720432,0.34408602150537637,0.05806451612903226
parsorbitalis-rh,0.0,0.0659025787965616,0.166189111747851,0.12893982808022922,0.011461318051575931,0.0,0.08882521489971347,0.5386819484240688
