,cuneus-lh,cuneus-rh,isthmuscingulate-lh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
cuneus-lh,0.23770491803278687,0.1885245901639344,0.2459016393442623,0.09836065573770492,0.0,0.0,0.04918032786885246,0.18032786885245902
cuneus-rh,0.1590909090909091,0.3484848484848485,0.21212121212121213,0.13636363636363635,0.0,0.0,0.0,0.14393939393939395
isthmuscingulate-lh,0.19594594594594594,0.1891891891891892,0.2702702702702703,0.1554054054054054,0.0,0.0,0.04054054054054054,0.14864864864864866
isthmuscingulate-rh,0.125,0.2,0.2625,0.3125,0.0,0.0,0.0,0.1
lateralorbitofrontal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.1951219512195122,0.0,0.1951219512195122,0.0,0.0,0.0,0.5609756097560976,0.04878048780487805
pericalcarine-rh,0.22916666666666666,0.21875,0.22916666666666666,0.10416666666666667,0.0,0.0,0.0,0.21875
