,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,rostralmiddlefrontal-lh,superiorparietal-lh
frontalpole-rh,0.9527027027027027,0.0,0.033783783783783786,0.0,0.013513513513513514,0.0,0.0,0.0
fusiform-lh,0.0,0.19908675799086759,0.05570776255707763,0.18356164383561643,0.091324200913242,0.16073059360730593,0.16164383561643836,0.14794520547945206
isthmuscingulate-rh,0.004477611940298508,0.10298507462686567,0.3537313432835821,0.08507462686567165,0.26865671641791045,0.0955223880597015,0.034328358208955224,0.05522388059701493
lateralorbitofrontal-lh,0.0,0.16976351351351351,0.041385135135135136,0.21114864864864866,0.07516891891891891,0.17736486486486486,0.16807432432432431,0.1570945945945946
parahippocampal-rh,0.0,0.12971698113207547,0.20400943396226415,0.11674528301886793,0.27358490566037735,0.13679245283018868,0.0695754716981132,0.0695754716981132
parsorbitalis-lh,0.0,0.15710503089143865,0.05030891438658429,0.18887908208296558,0.09355692850838482,0.21535745807590467,0.16063548102383055,0.13415710503089143
rostralmiddlefrontal-lh,0.0,0.1648568608094768,0.01678183613030602,0.18657453109575517,0.049358341559723594,0.16979269496544916,0.23198420533070088,0.18065153010858837
superiorparietal-lh,0.0,0.1527638190954774,0.031155778894472363,0.18190954773869347,0.05125628140703518,0.1487437185929648,0.1849246231155779,0.2492462311557789
