,bankssts-rh,entorhinal-rh,insula-lh,medialorbitofrontal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
bankssts-rh,0.6623376623376623,0.032467532467532464,0.032467532467532464,0.0,0.0,0.14285714285714285,0.0,0.12987012987012986
entorhinal-rh,0.03870967741935484,0.6709677419354839,0.01935483870967742,0.0,0.0,0.23870967741935484,0.03225806451612903,0.0
insula-lh,0.02358490566037736,0.018867924528301886,0.5330188679245284,0.19811320754716982,0.02830188679245283,0.02358490566037736,0.1509433962264151,0.02358490566037736
medialorbitofrontal-lh,0.0,0.0,0.2713178294573643,0.6356589147286822,0.007751937984496124,0.0,0.08527131782945736,0.0
temporalpole-lh,0.0,0.0,0.09009009009009009,0.0,0.8918918918918919,0.0,0.018018018018018018,0.0
temporalpole-rh,0.1452513966480447,0.18435754189944134,0.027932960893854747,0.0,0.0,0.5586592178770949,0.0,0.08379888268156424
transversetemporal-lh,0.0,0.043209876543209874,0.2222222222222222,0.10493827160493827,0.0,0.0,0.6296296296296297,0.0
transversetemporal-rh,0.17094017094017094,0.0,0.042735042735042736,0.0,0.0,0.1111111111111111,0.0,0.6752136752136753
