,entorhinal-rh,frontalpole-rh,inferiortemporal-rh,parahippocampal-rh,parsorbitalis-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-rh,0.6258503401360545,0.04081632653061224,0.16326530612244897,0.12244897959183673,0.0,0.0,0.047619047619047616,0.0
frontalpole-rh,0.05063291139240506,0.6518987341772152,0.006329113924050633,0.03164556962025317,0.0,0.0,0.21518987341772153,0.04430379746835443
inferiortemporal-rh,0.15384615384615385,0.04807692307692308,0.5576923076923077,0.18269230769230768,0.0,0.0,0.0,0.057692307692307696
parahippocampal-rh,0.08,0.006666666666666667,0.14666666666666667,0.47333333333333333,0.13333333333333333,0.08,0.06666666666666667,0.013333333333333334
parsorbitalis-rh,0.0,0.0,0.0,0.19047619047619047,0.5619047619047619,0.18095238095238095,0.06666666666666667,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.09615384615384616,0.16346153846153846,0.7403846153846154,0.0,0.0
rostralanteriorcingulate-rh,0.058394160583941604,0.291970802919708,0.0,0.072992700729927,0.06569343065693431,0.0072992700729927005,0.5036496350364964,0.0
temporalpole-rh,0.05128205128205128,0.038461538461538464,0.02564102564102564,0.0,0.0,0.0,0.0,0.8846153846153846
