,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.6263736263736264,0.0,0.0,0.0,0.0,0.23076923076923078,0.14285714285714285,0.0
frontalpole-rh,0.0,0.95,0.0,0.0,0.0,0.05,0.0,0.0
insula-rh,0.0,0.0,0.6216216216216216,0.1891891891891892,0.12162162162162163,0.0,0.013513513513513514,0.05405405405405406
parahippocampal-rh,0.0,0.0,0.26666666666666666,0.7333333333333333,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.14,0.0,0.86,0.0,0.0,0.0
pericalcarine-rh,0.12987012987012986,0.06493506493506493,0.0,0.0,0.0,0.7662337662337663,0.03896103896103896,0.0
temporalpole-rh,0.20689655172413793,0.0,0.0,0.0,0.0,0.1206896551724138,0.6724137931034483,0.0
transversetemporal-rh,0.0,0.0,0.24390243902439024,0.0,0.0,0.0,0.0,0.7560975609756098
