,FT9,Oz,O2,FC6,F4,F8,F5,AF8
FT9,0.4597315436241611,0.0,0.25838926174496646,0.0,0.0,0.0,0.28187919463087246,0.0
Oz,0.0,0.9791666666666666,0.0,0.0,0.0,0.0,0.0,0.020833333333333332
O2,0.2798507462686567,0.0,0.6380597014925373,0.0,0.0,0.0,0.08208955223880597,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.44041450777202074,0.0,0.12435233160621761,0.0,0.0,0.0,0.43523316062176165,0.0
AF8,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.9714285714285714
