,Fp1,FT9,TP9,Oz,T8,FC6,F4,AF8
Fp1,0.4927536231884058,0.0,0.0,0.5072463768115942,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.6838235294117647,0.0,0.0,0.0,0.0,0.3161764705882353
Oz,0.3300970873786408,0.0,0.0,0.6699029126213593,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.3445378151260504,0.0,0.0,0.0,0.0,0.6554621848739496
