,Fp1,FT9,TP9,Oz,F8,Fp2,AF7,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.4918032786885246,0.0,0.0,0.0,0.0,0.5081967213114754,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.22388059701492538,0.0,0.0,0.0,0.0,0.7761194029850746,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
