,FT9,Oz,O2,FC6,F4,F8,F5,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.7766990291262136,0.0,0.0,0.0,0.0,0.0,0.22330097087378642
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.48936170212765956
