,cuneus-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,medialorbitofrontal-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-rh
cuneus-rh,0.12518628912071536,0.12071535022354694,0.12518628912071536,0.12667660208643816,0.12667660208643816,0.12369597615499255,0.12518628912071536,0.12667660208643816
isthmuscingulate-rh,0.125193199381762,0.12364760432766615,0.125193199381762,0.125193199381762,0.125193199381762,0.125193199381762,0.125193199381762,0.125193199381762
lateraloccipital-rh,0.12330827067669173,0.12180451127819548,0.12631578947368421,0.12631578947368421,0.12481203007518797,0.12481203007518797,0.12481203007518797,0.12781954887218044
lingual-rh,0.12369597615499255,0.12071535022354694,0.12667660208643816,0.12667660208643816,0.12518628912071536,0.12369597615499255,0.12518628912071536,0.12816691505216096
medialorbitofrontal-rh,0.1251840942562592,0.11929307805596466,0.1251840942562592,0.12665684830633284,0.13107511045655376,0.12223858615611193,0.12371134020618557,0.12665684830633284
pericalcarine-lh,0.12347560975609756,0.12195121951219512,0.12652439024390244,0.12652439024390244,0.125,0.125,0.125,0.12652439024390244
pericalcarine-rh,0.12349397590361445,0.12198795180722892,0.12650602409638553,0.12650602409638553,0.125,0.125,0.125,0.12650602409638553
rostralanteriorcingulate-rh,0.12223858615611193,0.11929307805596466,0.1251840942562592,0.1251840942562592,0.12371134020618557,0.12223858615611193,0.12371134020618557,0.13843888070692195
