,Fp1,F7,FC5,FT10,F4,AF7,AF8,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.4931506849315068,0.0,0.0,0.0,0.5068493150684932,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.5564738292011019,0.0,0.44352617079889806,0.0
AF7,0.0,0.11974110032362459,0.0,0.0,0.0,0.8802588996763754,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.4847560975609756,0.0,0.5152439024390244,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
