,Fp1,FT10,F4,Fp2,AF7,AFz,F5,AF8
Fp1,0.7554479418886199,0.0,0.0,0.0,0.0,0.0,0.0,0.24455205811138014
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5024630541871922,0.0,0.0,0.0,0.0,0.0,0.0,0.4975369458128079
