,fusiform-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,middletemporal-lh,parahippocampal-rh,parsopercularis-lh,temporalpole-lh,temporalpole-rh
fusiform-rh,0.34210526315789475,0.0,0.0,0.0,0.34210526315789475,0.0,0.0,0.3157894736842105
lateralorbitofrontal-lh,0.0,0.5609756097560976,0.43902439024390244,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.43243243243243246,0.5675675675675675,0.0,0.0,0.0,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0
parahippocampal-rh,0.34210526315789475,0.0,0.0,0.0,0.34210526315789475,0.0,0.0,0.3157894736842105
parsopercularis-lh,0.0,0.0,0.0,0.13793103448275862,0.0,0.8620689655172413,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.3380281690140845,0.0,0.0,0.0,0.3380281690140845,0.0,0.0,0.323943661971831
