,caudalanteriorcingulate-lh,cuneus-lh,entorhinal-lh,frontalpole-lh,pericalcarine-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
caudalanteriorcingulate-lh,0.9056603773584906,0.0,0.0,0.0,0.0,0.0,0.0,0.09433962264150944
cuneus-lh,0.0,0.5774647887323944,0.0,0.0,0.4225352112676056,0.0,0.0,0.0
entorhinal-lh,0.0,0.0,0.6262626262626263,0.0,0.0,0.36363636363636365,0.0,0.010101010101010102
frontalpole-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pericalcarine-lh,0.0,0.38202247191011235,0.0,0.0,0.6179775280898876,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.375,0.0,0.0,0.625,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.05405405405405406,0.0,0.04054054054054054,0.0,0.0,0.0,0.0,0.9054054054054054
